,Commit Message,HOW,Quality attributes changes,Code smells,Other,WHY,WHERE,WHAT,After fixing a bug,Before releasing the code,During code review ,After introducing major functional changes,WHEN,WHO,Severity/Importance of the fixed problem,Benefits from the introduced changes ,,,,Nbr components,
616,Change IborIndex internal representation. Renamed LastDateCalculator to LastTimeCalculator.,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
617,first commit for examples,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,
618,MONDRIAN: Add javadoc on encoded function signatures.   Add Util.isEmpty(String) and Util.hash() functions.,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,,,,6,
619,Improved logging of binary data in various places of iWSN,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,6,
620,JFactory--a replacement for Factory.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
621,Added another test to check that a query larger than the target does not match,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,,,,6,
622,Fixed SPDY Flusher.,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,4,
623,Update to JUNG library 1.01 Refactoring of the code. Needs some tests.,1,1,0,0,1,1,0,1,0,,0,1,0,0,0,,,,4,
624,Make CDI Quick Fixes work for As-You-Type validator annotations https://issues.jboss.org/browse/JBIDE-11318,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
625,"Fixes #373. Not able to consume some message if a previous consumer was killed during a transaction.""""",0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,,,,4,
626,[CXF-4393] Initial support for checking custom catalogs when creating JAXB Schemas,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,,,,4,
627,made exchange.handler final,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,,,,3,
628,AMStatisticsCollector now also traces exchanges,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,,,,6,
629,update pdc : fixing JPA Entity error with PdcAxisValue and PdcAxisValuePK composite entity identifier starting migration of pdc integration tests,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,,,,7,
630,fixed array handling updated version to 0.1.9,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,,,,5,
631,closes issue 73,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,,,,3,
632,[KARAF-1598] Add --no-format option to the commands using ShellTable,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,,,,5,
633,Merge ClusterVersion to Version (#9797),1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,,,,5,
634,Renaming easysoa-meteo-sca-backup to travel-services-backup,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,,,,4,
635,Fixed issue #89 by implementing per database key. Added also test cases,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,,,,5,
636,"Support duplicate index detection, max constraint names - Internal changes for DB Migration / DDL generation #369",0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,,,,5,
637,JENA-307 Close QueryExecution after a query.,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,,,,5,
638,JERSEY-1360: oauth1-client does not really support RSA-SHA1 fully,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,,,,6,
639,renaming component,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,,,,4,
640,Issue 130: updated to support real version of IBM cloud api,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,,,,5,
641,Minor ui changes and refactor,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,,,,5,
642,Add a featured flag in images front context,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,,,,5,
643,"[MOD] GUI, History of project directories. #1378",0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,,,,4,
644,Case Actions: Separate status from type in model (#641),0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,,,,5,
645,Micromanager: do not allow Position to query reader state in openBytes,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,,,,5,
646,Caplet stripping stills needs tinying up.Â NLLS with penalty methods are slow (possible bug in NLLSWP),0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,,,,5,
647,Go back to version 1.147 until save and restore state change is bugfixed.,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,,,,5,
648,removed Configuration marker classes,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,,,,5,
649,allow dependencies to be excluded if they are replaced by newer versions for the same packages (even if the group/artifactid differ) e.g. for JTA spec or old/new spring jars,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,6,
650,enhance the support of drop feature,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,,,,4,
651,[WFLY-490] Set up infrastructure for domain RBAC tests; start on a basic test of the 'simple' provider using 'roles' headers,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,,,,6,
652,Rename value objects for consistency's sake.,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,,,,6,
653,Modifies the Vdb.convert API to provide a destination,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,,,,6,
654,"Extracted interface LayoutBuilder, and moved TablePanelBuilder to the layout package",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
655,[LOGMGR-51] Allow defined filters and filter expressions to be used.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
656,- Removed the transactionPolicy attribute from the RouteBuilder since this was not actually configuring the inbound transaction policy as first envisioned.  This may come back in a different shape/form. - JpaMessageIdRepository now starts it's own transaction if called from a non transaction context. - MockEndpoint now has a assertWait() method that can be used to wait for messages to arive before assertions are made against those messages. - Added some more tests and imporved that TransactedJmsRouteTest - The JmsConfiguration now uses a CacheLevel of CACHE_CONSUMER by default since this most efficient way to recieve messages from JMS.  ,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,5,
657,Checkstyle improvements,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
658,JBRULES-1910: fixing bugs on the example implementation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
659,Very old and annoying typos fixed.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
660,README updates and namespace changes.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
661,Allow multiple FactoryService implementations for a extension,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
662,NPU 4537: Also dedicated to Erwan: Multiline tooltips ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
663,158577 - combo.setItem dispatchs a ModifyListener event with empty text,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
664,Move node exists JDBC tests to own file,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
665,Added a few player hear others tests.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
666,Working on a Model-Centric mode of opertion to compare with the Client-Centric system,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
667,"Updates from OSGi, Remove AllServiceTracker",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
668,"- new analysis strip at the right of the text pane (errors and warnings) - fixed some bugs in the auto-completion (would not complete for only one item) - refactored the multi-line tooltip used by the tips"" and analysis strip""",1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,,,5,
669,[GSCOLLECT-746] Don't allow null sentinel to escape from sets or maps.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
670,"Unified all comma separated lists (arguments, parameters, implemented interfaces, annotation, object literal fields, array literals) into one generic class.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
671,Mavenize weave_jy1java,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
672,additional meta-attributes - intermediate state,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
673,Comments and deprecation for Opfilter.filter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
674,CAY-451 EJB QL Cayenne Query 1. = NULL handling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
675,Add validation action on Appraisal demo + fix potential NPE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
676,split drive and server metrics for elastichosts/cloudsigma into separate objects,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
677,Consolidate bundle verification code into one place.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
678,refactor StatViewServlet and js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
679,updated the scale percentage commands.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
680,"Changed handleStateChange() to stateDidChange() to be more consistent with gameDidStart(), etc. and with the new GameManager.stateDidChange().",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
681,Bug fixes and improvements for Content-Security-Policy compatibility,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,2,
682,Add devices to group tree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
683,After merging with Yossi's fix I can confirm that the AD is fixed when going through the HC too.  Added similar fixes to DP and FS annotations too.,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,,,,4,
684,Refactor to use Guvnor revision numbers and date/time stamps,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,,,,6,
685,[ALLUXIO-1754] Rename keyvalue-client-internal to keyvalue-client,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,,,,5,
686,JBIDE-15156 - validation error in cdk3.1 wizard,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,,,,5,
687,"Clone config instead of chaining them. Removes possibility of child"" config polluting caches of ""parent"" config.""",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,5,
688,Merging revIds: 515814:510600 from 1.1-lifecycle-refactor branch to trunk.,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,,,,3,
689,WorkspaceReader uses Forge XMLParser,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,,,,4,
690,Implements latency a bit better,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,,,,5,
691,"Track #66: handle the flow correctly, when the very first instruction of a method is a jump target",1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,,,,7,
692,fix drbd 8.3.7 installation adding --drbd-staging option,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,,,,8,
693,"Atlas Standalone: Lots of loader performance changes.  Some of the scalability fixes I made to the parser have had knock-on consequences in the loader that needed resolving.  Everything should work now though, and slightly more reliably than before.  I think this has fixed the strange parser-timeout problem that could someitmes be observed before.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,8,
694,Refactored: renamed AbstractSink to AsynchronousSink,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,,,,7,
695,Consolidate multiple looping through all plugins in registry (from 3 X to 1),1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,,,,8,
696,"Added a saving command, made ranks work, fixed update queries",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,7,
697,method renaming,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,,,,5,
698,Moved Client Tool in perf-plugin.,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,,,,7,
699,"minor refactoring, eagerly construct output options (instead of lazy)",1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,,,,7,
700,Fix bug 656171. Move TextData factory to a impl package in Visualization API.,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,,,,7,
701,"fixes #1115 with this commit, before mapstore (first we check mapstore is enabled and write-through); the value is deserialized. So the modifications inside mapstore.store() is reflected to the map.",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,8,
702,Add UfsBlockStreTest,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
703,Implemented db.getSize() that returns the database's size in bytes.,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,,,,8,
704,Updated preferences APIs.,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,7,
705,"One kind of tokenized string, with string type recorded separately.",0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,,,,5,
706,add tests on mobi.chouette.common,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,,,,7,
707,Some work on sync/async context execution,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,,,,8,
708,Substantially revised the internals of TimelineReader. Changed from reading with a RandomAccessFile to using a FileChannel/MappedByteBuffer.,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,,,,7,
709,Refactored creation of requests.,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,,,,5,
710,JBRULES-339 'from' support for reasoning over facts not in the working memory -Big bug fix   -Declarations now reference Columns   -addInitialFact now sets the currentOffsetAdjustment to 1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,7,
711,HDFS-3809. Make BKJM use protobufs for all serialization with ZK. Contributed by Ivan Kelly.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,8,
712,[trunk] Renamed infinite to unlimited Please change your permissions and config if you have used this.,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,,,,6,
713,Place created overlay on correct display plane,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,,,,6,
714,"FO/PDF output: expand header/footer to fit.  Basic initial working implementation, some fixes.",1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,,,,5,
715,DDF-540 Added support to enable CSW geospatial queries to be issued using either a list of <pos> elements or a single <posList> element. Refactored the TestCswFilterDelegate class to remove code duplication.,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,,,,5,
716,Tidy up menu listeners a bit,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
717,RAW split setup (does not compile in eclipse).,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
718,Ditching java.beans.Introspector for instance member discovery.,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,,,4,
719,First part of ENTESB-1114 add camel prefix to new camel demos,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,,,,5,
720,Add support calculate of throughput for zero data or slow requests,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
721,closing feature #3768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
722,better attribute validation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
723,Refactor SuggestionCompletionEngine to use AssetItem and ModuleItem,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
724,Cosmetic changes in SumFormula,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
725,"[BISERVER-11189] - JCR becomes very slow when there are too many home directories > 400 - introduce verify-user-on-principal-creation"" property to indicate whether or not to call USerDetailsService on emitting new principal - set its default value to true to keep backward-compatibility - add tests - fix Checkstyle violations""",1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,,,,7,
726,REF Ignore secure SNIPC tests REF Rename the SNIPC tests like testSecure* pattern,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
727,Renaming EjbContainerProvider because I keep confusing it with the actaul javax.ejb.embedded.EJBContainerProvider class,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,,,,8,
728,adding a model breaking change - version bumped to 0.9.1-SNAPSHOT,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
729,Added missing TemplateGenerator,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,3,
730,groovy 1.6.5 (17871),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
731,Adjust ScreenImage package,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
732,Add CommandGroupUsage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
733,Reason: The computation of the length of separate line in legend was changed in last refactoring. Solution: The former behavior is remained.,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,,,,6,
734,"Fixed LoggingAdvice to only print messages for getter methods on debug settings Cleaned up Obs, ObsService, DWRObsService Added privilege required"" warning message on unauthorized access""",1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,4,
735,img element implementation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,
736,1) Mostly more documentation 1) One tiny fix to EntityReplacementStrategyFactory to have ignore wiki syntax lines,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
737,"configurable config file location, num threads for training and anonymous recommendation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
738,make sure the font will not be null in BasicStyledLabelUI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
739,"Refactored parsing of server messages, and removed dependencies on Jetty's JSON class.",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,3,
740,"Second part of cleanup, reducing code duplication",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,3,
741,Fix for 5700 - Work in progress.,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,,,,3,
742,updated test case for issue 171,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,2,
743,Pull up method 'getClassMetadata(String entityName)' from the SessionFactoryFacadeImpl classes to AbstractSessionFactoryFacade,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
744,"perf: cache timezone in statement#setDate, resultSet#getDate, etc",0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,,,,5,
745,Rename TupleIteratorWrapper to SingleElementTupleIterator,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,,,,4,
746,Fixed bounds check in normalizeIndex to use supplied arrayLength instead of countsArrayLength,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,,,,5,
747,"IMPORTANT: Added possibility to indicate that an action is a long running action. In this case, the interactive editor will automatically move the action execution in another thread. Views have been update to take that into account. Screenshots are still generated in the EDT and so is the access to any drawing controller in WKF.",1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,,,,7,
748,Rename RemoteDomainVersionCleaner to RemoteDomainVersionDeleter,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,,,,4,
749,MIFOS-4684: refactor validation for variable installments to loanAccountServiceFacade,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,,,,6,
750,Issue 104: cleaned up the code,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,,,,2,
751,Improved the permissions manager API,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,,,,5,
752,"Inlined primitives, added Redline runtime exception.",1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,5,
753,[JBIDE-13659] made sure we're updating existing/creating new adapter ,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,,,,5,
754,"started porting to the new truffle api, disabled tests with synthetic environment as this is not yet supported by truffle.",1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,,,,6,
755,Implemented vm* api commands to be executed against the project,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,,,,5,
756,Fix for 84007 -  [Preferences] [DynamicUI] Workbench-level preference nodes need lifecycle,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,,,,5,
757,Move process to map,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,,3,
758,Revert modification handler replacement. Fix child replacement in zip context.,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,5,
759,misc. minor cleanups,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
760,[KARAF-1798] Rename KarafJaasCommandsTest to JaasTest,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,,,,7,
761,Refactoring several classes ,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
762,JENA-778 : Updates for deprecation of TripleMatch,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,,,,6,
763,fix bug#153655 - [Includepath] Includepath preference page shoould provide simple management of the entries. Adjust the libraries icon,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,,,,7,
764,Switched to Android classes in rt.,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,,,,4,
765,Joining Feature Chaining Issue Fix - GEOT-3593,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,,,,5,
766,Renamed for example,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
767,fixing issues https://github.com/imeji-community/imeji/issues/482,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,,,,4,
768,Use the object wrappers when printing custom Minecraft objects.,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,,,,4,
769,chor(engine): update mybatis version,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,,,,5,
770,Add PrintStream sql logging,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,,,,4,
771,XCOMMONS-810: Add support for checking upgrade of specific extensions,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,,,,6,
772,"Fixed typo, added and then commented out some debug logging.",0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,2,
773,ISIS-537: selector drop-down now moved to EntityCollectionsPanel (ie into the panel header).,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,,,,8,
774,#JC-1406 Fixed display of messages that removed by one of the parties,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,2,
775,JBRULES-1562 can download DRL now for packages - just ad .drl to the end of the url,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,4,
776,Drop support for auto-configuring an embedded Elasticsearch node,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
777,"New graph"" mode to execute a command""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
778,improve build ouptut console streaming,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
779,Improve heuristics for combining overlapping 'groupId.artifactId' segments,0,0,0,1,1,0,1,0,,0,0,0,0,0,0,,,,2,
780,Ticket #11: Port the application from Spring to CDI  * Successfully completed test for !BeanManagerBackedCamelRegistry.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
781,"Refactor and rename registries to have fluent"" names when used through the Configurable interface.""",1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
782,Implemented dhis1 config ui; improved exception handling,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
783,METAMODEL-198: Fixed Closes #59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,1,
784,TEIID-1316 TEIID-145 refinement of logic for runtime update of metadata,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
785,"added javadocs to SvgElementProcessor, added postHandle to SvgElementHandler (not implemented yet to be called), changed SvgElementProcessor implementations to be similar to extract some methods to parent or to another class",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
786,adding centralized spring configuration for context and persistence,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,,,,3,
787,Refine style and layout for desktop/mobile,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,3,
788,Updated failsaf-plugin configuration to process **/*Test mask. Code clenup.,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,3,
789,User specific locale : PersonnelBO.preferredLocale instead System locale Localization.getConfiguredLocale(),1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
790,Use MethodType instead of CallSiteDescriptor to select a dynamic invocation.,1,0,0,0,0,1,1,0,,0,0,0,0,0,0,,,,3,
791,17646 - performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,
792,"URIParsedResult now has isPossiblyMaliciousURI() to check for username in host, which may be an attempt to mask the host of the URI",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,3,
793,Complete rewrite of server name resolution,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
794,Started build console preference page with clean before build option,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
795,DDF-1969 Update catalog-transformer-pdf to use Apache pdfbox 1.0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
796,"Make transaction signs properly obey HyperLock, fix a few other minor lock related things.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
797,migrated cxf tooling; got quickstarts and archetypes building,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
798,Move GeometricPlot and HeatMapPlot to the visualization layer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
799,"Fix for PR 43614: The Show Types Name"" action of the Registers view doesn't work.""",1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,,,,6,
800,"Adding HttpsDetector, a simple SslServer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
801,add TreeMenuController tests and refactor,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,,,3,
802,"In the models, only allow getting lists of categories for nodes and applications for services.",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
803,working gwt integration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
804,"NaaS: Make element.prepare() contain only prepare, not DHCP or userdata apply",1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
805,ignore non supported class level validation constraints. fixes #185,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,3,
806,Changes to the main page to allow ESB to at least show this page for testing. Added an extension point to allow subclassing while having sane reference-providing defaults. ,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,,,,6,
807,Add connection integration tests,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,,,,3,
808,Renaming BQSR to BaseRecalibrator,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
809,Added saveAndRelease API to TextBuffer - name correction,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,,,,4,
810,CAMEL-6414: camel-netty-http added support for basic auth. Work in progress.,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,3,
811,Adds visibility filter to Recent Activity.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
812,[MARKET-33] - Unified telemetry service configuration for OSGi and non-OSGi plugins,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
813,WICKET-3367 Rewrite all JavaScript inline event handlers to be proper attached event handlers,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,,,4,
814,Fixed TestNms7918,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,2,
815,/region info changes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
816,MAHOUT-799 remove CSV filter that wasn't working,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,,,4,
817,Better group handling. Fixes issue 194,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,,,2,
818,Fix: Stop Jetty in stop() method,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,4,
819,"OMG: Fix FORGE-1068, FORGE-1069, FORGE-1070, FORGE-1071, FORGE-1071",0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,,,3,
820,"There is no reason to keep DAO (sic!) benchmark in the Loader. Historic, maybe, but history is not a good adviser in programming.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
821,More minor refactoring.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
822,Refresh token.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
823,GroupManager 1.0 pre-alpha-3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,2,
824,Refactoring - Trocando o nome do metodo da interface Validator e da InvalidStateException,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,4,
825,[JBQA-5631] - Servlet security: <user-data-constraint> tests,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,,,,3,
826,- Showing project configuration errors in the tree:     - Invalid source folders     - Invalid external folders     - Invalid grammar version,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
827,Regression Unit Tests,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,,1,
